Strain	Nitro	Volu	Site	Dilu	Cove	Day	Trial	Cells
CR2	6	5	21	1	1,29	5	1	1383
CR2	6	5	21	1	1,29	5	2	1488
CR2	6	5	21	1	1,29	5	3	1609
CR2	8	5	21	1	1,29	5	1	1717
CR2	8	5	21	1	1,29	5	2	1756
CR2	8	5	21	1	1,29	5	3	1625
CR2	10	5	21	1	1,29	5	1	1889
CR2	10	5	21	1	1,29	5	2	1611
CR2	10	5	21	1	1,29	5	3	1515
CR2	20	5	21	1	1,29	5	1	1586
CR2	20	5	21	1	1,29	5	2	1612
CR2	20	5	21	1	1,29	5	3	1522
CR2	30	5	21	1	1,29	5	1	1809
CR2	30	5	21	1	1,29	5	2	1458
CR2	30	5	21	1	1,29	5	3	1192
CR3	1	5	21	1	1,29	5	1	687
CR3	1	5	21	1	1,29	5	2	647
CR3	1	5	21	1	1,29	5	3	499
CR3	2	5	21	1	1,29	5	1	1047
CR3	2	5	21	1	1,29	5	2	861
CR3	2	5	21	1	1,29	5	3	922
CR3	4	5	21	1	1,29	5	1	1339
CR3	4	5	21	1	1,29	5	2	1663
CR3	4	5	21	1	1,29	5	3	1099
CR3	6	5	21	1	1,29	5	1	1103
CR3	6	5	21	1	1,29	5	2	1547
CR3	6	5	21	1	1,29	5	3	1615
CR3	8	5	21	1	1,29	5	1	1846
CR3	8	5	21	1	1,29	5	2	1752
CR3	8	5	21	1	1,29	5	3	2101
CR3	10	5	21	1	1,29	5	1	2340
CR3	10	5	21	1	1,29	5	2	1851
CR3	10	5	21	1	1,29	5	3	1636
CR3	20	5	21	1	1,29	5	1	1805
CR3	20	5	21	1	1,29	5	2	1722
CR3	20	5	21	1	1,29	5	3	1765
CR3	30	5	21	1	1,29	5	1	1746
CR3	30	5	21	1	1,29	5	2	1714
CR3	30	5	21	1	1,29	5	3	1913
CR4	1	5	21	1	1,29	5	1	1581
CR4	1	5	21	1	1,29	5	2	2054
CR4	1	5	21	1	1,29	5	3	2344
CR4	2	5	21	1	1,29	5	1	2634
CR4	2	5	21	1	1,29	5	2	2798
CR4	2	5	21	1	1,29	5	3	2752
CR4	4	5	21	1	1,29	5	1	2858
CR4	4	5	21	1	1,29	5	2	2984
CR4	4	5	21	1	1,29	5	3	2716
CR4	6	5	21	1	1,29	5	1	2610
CR4	6	5	21	1	1,29	5	2	3037
CR4	6	5	21	1	1,29	5	3	3264
CR4	8	5	21	1	1,29	5	1	3283
CR4	8	5	21	1	1,29	5	2	3628
CR4	8	5	21	1	1,29	5	3	3338
CR4	10	5	21	1	1,29	5	1	3338
CR4	10	5	21	1	1,29	5	2	3348
CR4	10	5	21	1	1,29	5	3	3735
CR4	20	5	21	1	1,29	5	1	3745
CR4	20	5	21	1	1,29	5	2	3941
CR4	20	5	21	1	1,29	5	3	3803
CR4	30	5	21	1	1,29	5	1	3606
CR4	30	5	21	1	1,29	5	2	2882
CR4	30	5	21	1	1,29	5	3	3157
CR5	1	5	21	1	1,29	5	1	1709
CR5	1	5	21	1	1,29	5	2	1879
CR5	1	5	21	1	1,29	5	3	1470
CR5	2	5	21	1	1,29	5	1	2026
CR5	2	5	21	1	1,29	5	2	2492
CR5	2	5	21	1	1,29	5	3	2333
CR5	4	5	21	1	1,29	5	1	2813
CR5	4	5	21	1	1,29	5	2	3000
CR5	4	5	21	1	1,29	5	3	2391
CR5	6	5	21	1	1,29	5	1	3025
CR5	6	5	21	1	1,29	5	2	3283
CR5	6	5	21	1	1,29	5	3	2914
CR5	8	5	21	1	1,29	5	1	3012
CR5	8	5	21	1	1,29	5	2	3070
CR5	8	5	21	1	1,29	5	3	2895
CR5	10	5	21	1	1,29	5	1	2989
CR5	10	5	21	1	1,29	5	2	4058
CR5	10	5	21	1	1,29	5	3	3557
CR5	20	5	21	1	1,29	5	1	3302
CR5	20	5	21	1	1,29	5	2	3293
CR5	20	5	21	1	1,29	5	3	3143
CR5	30	5	21	1	1,29	5	1	3265
CR5	30	5	21	1	1,29	5	2	2740
CR5	30	5	21	1	1,29	5	3	3499
CR6	1	5	21	1	1,29	5	1	1535
CR6	1	5	21	1	1,29	5	2	1687
CR6	1	5	21	1	1,29	5	3	1657
CR6	2	5	21	1	1,29	5	1	2233
CR6	2	5	21	1	1,29	5	2	2253
CR6	2	5	21	1	1,29	5	3	2465
CR6	4	5	21	1	1,29	5	1	2927
CR6	4	5	21	1	1,29	5	2	2432
CR6	4	5	21	1	1,29	5	3	716
CR6	6	5	21	1	1,29	5	1	1448
CR6	6	5	21	1	1,29	5	2	1403
CR6	6	5	21	1	1,29	5	3	1519
CR6	8	5	21	1	1,29	5	1	1738
CR6	8	5	21	1	1,29	5	2	1846
CR6	8	5	21	1	1,29	5	3	1483
CR6	10	5	21	1	1,29	5	1	2097
CR6	10	5	21	1	1,29	5	2	3612
CR6	10	5	21	1	1,29	5	3	3361
CR6	20	5	21	1	1,29	5	1	3561
CR6	20	5	21	1	1,29	5	2	3613
CR6	20	5	21	1	1,29	5	3	3562
CR6	30	5	21	1	1,29	5	1	4005
CR6	30	5	21	1	1,29	5	2	3597
CR6	30	5	21	1	1,29	5	3	3569
CR1	1	5	21	1	1,29	6	1	137
CR1	1	5	21	1	1,29	6	2	121
CR1	1	5	21	1	1,29	6	3	88
CR1	2	5	21	1	1,29	6	1	385
CR1	2	5	21	1	1,29	6	2	343
CR1	2	5	21	1	1,29	6	3	322
CR1	4	5	21	1	1,29	6	1	359
CR1	4	5	21	1	1,29	6	2	333
CR1	4	5	21	1	1,29	6	3	335
CR1	6	5	21	1	1,29	6	1	370
CR1	6	5	21	1	1,29	6	2	441
CR1	6	5	21	1	1,29	6	3	436
CR1	8	5	21	1	1,29	6	1	551
CR1	8	5	21	1	1,29	6	2	559
CR1	8	5	21	1	1,29	6	3	504
CR1	10	5	21	1	1,29	6	1	706
CR1	10	5	21	1	1,29	6	2	741
CR1	10	5	21	1	1,29	6	3	801
CR1	20	5	21	1	1,29	6	1	844
CR1	20	5	21	1	1,29	6	2	799
CR1	20	5	21	1	1,29	6	3	761
CR1	30	5	21	1	1,29	6	1	904
CR1	30	5	21	1	1,29	6	2	814
CR1	30	5	21	1	1,29	6	3	910
CR2	1	5	21	1	1,29	6	1	718
CR2	1	5	21	1	1,29	6	2	650
CR2	1	5	21	1	1,29	6	3	716
CR2	2	5	21	1	1,29	6	1	866
CR2	2	5	21	1	1,29	6	2	837
CR2	2	5	21	1	1,29	6	3	796
CR2	4	5	21	1	1,29	6	1	1550
CR2	4	5	21	1	1,29	6	2	889
CR2	4	5	21	1	1,29	6	3	1115
CR2	6	5	21	1	1,29	6	1	1391
CR2	6	5	21	1	1,29	6	2	1380
CR2	6	5	21	1	1,29	6	3	1435
CR2	8	5	21	1	1,29	6	1	1330
CR2	8	5	21	1	1,29	6	2	1281
CR2	8	5	21	1	1,29	6	3	1368
CR2	10	5	21	1	1,29	6	1	1861
CR2	10	5	21	1	1,29	6	2	1672
CR2	10	5	21	1	1,29	6	3	1699
CR2	20	5	21	1	1,29	6	1	1598
CR2	20	5	21	1	1,29	6	2	1389
CR2	20	5	21	1	1,29	6	3	1655
CR2	30	5	21	1	1,29	6	1	1468
CR2	30	5	21	1	1,29	6	2	1521
CR2	30	5	21	1	1,29	6	3	1817
CR3	1	5	21	1	1,29	6	1	725
CR3	1	5	21	1	1,29	6	2	666
CR3	1	5	21	1	1,29	6	3	555
CR3	2	5	21	1	1,29	6	1	860
CR3	2	5	21	1	1,29	6	2	811
CR3	2	5	21	1	1,29	6	3	688
CR3	4	5	21	1	1,29	6	1	1584
CR3	4	5	21	1	1,29	6	2	1032
CR3	4	5	21	1	1,29	6	3	1415
CR3	6	5	21	1	1,29	6	1	1410
CR3	6	5	21	1	1,29	6	2	1336
CR3	6	5	21	1	1,29	6	3	1478
CR3	8	5	21	1	1,29	6	1	1600
CR3	8	5	21	1	1,29	6	2	1505
CR3	8	5	21	1	1,29	6	3	1624
CR3	10	5	21	1	1,29	6	1	1682
CR3	10	5	21	1	1,29	6	2	1358
CR3	10	5	21	1	1,29	6	3	1792
CR3	20	5	21	1	1,29	6	1	1218
CR3	20	5	21	1	1,29	6	2	1671
CR3	20	5	21	1	1,29	6	3	2068
CR3	30	5	21	1	1,29	6	1	1949
CR3	30	5	21	1	1,29	6	2	1839
CR3	30	5	21	1	1,29	6	3	2300
CR4	1	5	21	1	1,29	6	1	1520
CR4	1	5	21	1	1,29	6	2	1799
CR4	1	5	21	1	1,29	6	3	1704
CR4	2	5	21	1	1,29	6	1	2239
CR4	2	5	21	1	1,29	6	2	2061
CR4	2	5	21	1	1,29	6	3	2185
CR4	4	5	21	1	1,29	6	1	2922
CR4	4	5	21	1	1,29	6	2	3077
CR4	4	5	21	1	1,29	6	3	2755
CR4	6	5	21	1	1,29	6	1	3720
CR4	6	5	21	1	1,29	6	2	4107
CR4	6	5	21	1	1,29	6	3	3810
CR4	8	5	21	1	1,29	6	1	4228
CR4	8	5	21	1	1,29	6	2	4336
CR4	8	5	21	1	1,29	6	3	3719
CR4	10	5	21	1	1,29	6	1	4108
CR4	10	5	21	1	1,29	6	2	4386
CR4	10	5	21	1	1,29	6	3	3665
CR4	20	5	21	1	1,29	6	1	4574
CR4	20	5	21	1	1,29	6	2	4913
CR4	20	5	21	1	1,29	6	3	4572
CR4	30	5	21	1	1,29	6	1	4793
CR4	30	5	21	1	1,29	6	2	4832
CR4	30	5	21	1	1,29	6	3	4740
CR5	1	5	21	1	1,29	6	1	1281
CR5	1	5	21	1	1,29	6	2	1569
CR5	1	5	21	1	1,29	6	3	1031
CR5	2	5	21	1	1,29	6	1	1526
CR5	2	5	21	1	1,29	6	2	1902
CR5	2	5	21	1	1,29	6	3	1737
CR5	4	5	21	1	1,29	6	1	3953
CR5	4	5	21	1	1,29	6	2	3095
CR5	4	5	21	1	1,29	6	3	3441
CR5	6	5	21	1	1,29	6	1	3829
CR5	6	5	21	1	1,29	6	2	4056
CR5	6	5	21	1	1,29	6	3	3761
CR5	8	5	21	1	1,29	6	1	3379
CR5	8	5	21	1	1,29	6	2	3543
CR5	8	5	21	1	1,29	6	3	3332
CR5	10	5	21	1	1,29	6	1	4986
CR5	10	5	21	1	1,29	6	2	4686
CR5	10	5	21	1	1,29	6	3	4018
CR5	20	5	21	1	1,29	6	1	4499
CR5	20	5	21	1	1,29	6	2	4061
CR5	20	5	21	1	1,29	6	3	4512
CR5	30	5	21	1	1,29	6	1	5314
CR5	30	5	21	1	1,29	6	2	5501
CR5	30	5	21	1	1,29	6	3	5561
CR6	1	5	21	1	1,29	6	1	1229
CR6	1	5	21	1	1,29	6	2	1298
CR6	1	5	21	1	1,29	6	3	1177
CR6	2	5	21	1	1,29	6	1	1651
CR6	2	5	21	1	1,29	6	2	1374
CR6	2	5	21	1	1,29	6	3	1762
CR6	4	5	21	1	1,29	6	1	3067
CR6	4	5	21	1	1,29	6	2	3460
CR6	4	5	21	1	1,29	6	3	2998
CR6	6	5	21	1	1,29	6	1	2553
CR6	6	5	21	1	1,29	6	2	3196
CR6	6	5	21	1	1,29	6	3	2854
CR6	8	5	21	1	1,29	6	1	1758
CR6	8	5	21	1	1,29	6	2	1457
CR6	8	5	21	1	1,29	6	3	1235
CR6	10	5	21	1	1,29	6	1	4564
CR6	10	5	21	1	1,29	6	2	4670
CR6	10	5	21	1	1,29	6	3	1297
CR6	20	5	21	1	1,29	6	1	4550
CR6	20	5	21	1	1,29	6	2	4811
CR6	20	5	21	1	1,29	6	3	4896
CR6	30	5	21	1	1,29	6	1	5260
CR6	30	5	21	1	1,29	6	2	5272
CR6	30	5	21	1	1,29	6	3	5418
CR1	1	5	21	1	1,29	7	1	109
CR1	1	5	21	1	1,29	7	2	108
CR1	1	5	21	1	1,29	7	3	137
CR1	2	5	21	1	1,29	7	1	361
CR1	2	5	21	1	1,29	7	2	385
CR1	2	5	21	1	1,29	7	3	391
CR1	4	5	21	1	1,29	7	1	405
CR1	4	5	21	1	1,29	7	2	326
CR1	4	5	21	1	1,29	7	3	377
CR1	6	5	21	1	1,29	7	1	492
CR1	6	5	21	1	1,29	7	2	506
CR1	6	5	21	1	1,29	7	3	481
CR1	8	5	21	1	1,29	7	1	661
CR1	8	5	21	1	1,29	7	2	575
CR1	8	5	21	1	1,29	7	3	583
CR1	10	5	21	1	1,29	7	1	850
CR1	10	5	21	1	1,29	7	2	832
CR1	10	5	21	1	1,29	7	3	829
CR1	20	5	21	1	1,29	7	1	867
CR1	20	5	21	1	1,29	7	2	1010
CR1	20	5	21	1	1,29	7	3	929
CR1	30	5	21	1	1,29	7	1	1004
CR1	30	5	21	1	1,29	7	2	981
CR1	30	5	21	1	1,29	7	3	891
CR2	1	5	21	1	1,29	7	1	264
CR2	1	5	21	1	1,29	7	2	399
CR2	1	5	21	1	1,29	7	3	319
CR2	2	5	21	1	1,29	7	1	386
CR2	2	5	21	1	1,29	7	2	374
CR2	2	5	21	1	1,29	7	3	430
CR2	4	5	21	1	1,29	7	1	692
CR2	4	5	21	1	1,29	7	2	578
CR2	4	5	21	1	1,29	7	3	490
CR2	6	5	21	1	1,29	7	1	932
CR2	6	5	21	1	1,29	7	2	1182
CR2	6	5	21	1	1,29	7	3	1494
CR2	8	5	21	1	1,29	7	1	1231
CR2	8	5	21	1	1,29	7	2	1324
CR2	8	5	21	1	1,29	7	3	1033
CR2	10	5	21	1	1,29	7	1	604
CR2	10	5	21	1	1,29	7	2	766
CR2	10	5	21	1	1,29	7	3	749
CR2	20	5	21	1	1,29	7	1	884
CR2	20	5	21	1	1,29	7	2	888
CR2	20	5	21	1	1,29	7	3	725
CR2	30	5	21	1	1,29	7	1	924
CR2	30	5	21	1	1,29	7	2	870
CR2	30	5	21	1	1,29	7	3	515
CR3	1	5	21	1	1,29	7	1	334
CR3	1	5	21	1	1,29	7	2	737
CR3	1	5	21	1	1,29	7	3	728
CR3	2	5	21	1	1,29	7	1	788
CR3	2	5	21	1	1,29	7	2	721
CR3	2	5	21	1	1,29	7	3	1250
CR3	4	5	21	1	1,29	7	1	522
CR3	4	5	21	1	1,29	7	2	866
CR3	4	5	21	1	1,29	7	3	633
CR3	6	5	21	1	1,29	7	1	850
CR3	6	5	21	1	1,29	7	2	995
CR3	6	5	21	1	1,29	7	3	1161
CR3	8	5	21	1	1,29	7	1	1090
CR3	8	5	21	1	1,29	7	2	1057
CR3	8	5	21	1	1,29	7	3	1015
CR3	10	5	21	1	1,29	7	1	656
CR3	10	5	21	1	1,29	7	2	1012
CR3	10	5	21	1	1,29	7	3	608
CR3	20	5	21	1	1,29	7	1	942
CR3	20	5	21	1	1,29	7	2	1345
CR3	20	5	21	1	1,29	7	3	1063
CR3	30	5	21	1	1,29	7	1	1339
CR3	30	5	21	1	1,29	7	2	1073
CR3	30	5	21	1	1,29	7	3	756
CR4	1	5	21	1	1,29	7	1	1795
CR4	1	5	21	1	1,29	7	2	1937
CR4	1	5	21	1	1,29	7	3	2021
CR4	2	5	21	1	1,29	7	1	3111
CR4	2	5	21	1	1,29	7	2	3025
CR4	2	5	21	1	1,29	7	3	3106
CR4	4	5	21	1	1,29	7	1	3807
CR4	4	5	21	1	1,29	7	2	3994
CR4	4	5	21	1	1,29	7	3	3718
CR4	6	5	21	1	1,29	7	1	4151
CR4	6	5	21	1	1,29	7	2	4552
CR4	6	5	21	1	1,29	7	3	4701
CR4	8	5	21	1	1,29	7	1	4701
CR4	8	5	21	1	1,29	7	2	4418
CR4	8	5	21	1	1,29	7	3	4414
CR4	10	5	21	1	1,29	7	1	3865
CR4	10	5	21	1	1,29	7	2	4259
CR4	10	5	21	1	1,29	7	3	4532
CR4	20	5	21	1	1,29	7	1	4518
CR4	20	5	21	1	1,29	7	2	4482
CR4	20	5	21	1	1,29	7	3	4265
CR4	30	5	21	1	1,29	7	1	4513
CR4	30	5	21	1	1,29	7	2	4512
CR4	30	5	21	1	1,29	7	3	4033
CR5	1	5	21	1	1,29	7	1	1284
CR5	1	5	21	1	1,29	7	2	1509
CR5	1	5	21	1	1,29	7	3	1112
CR5	2	5	21	1	1,29	7	1	1655
CR5	2	5	21	1	1,29	7	2	1692
CR5	2	5	21	1	1,29	7	3	1537
CR5	4	5	21	1	1,29	7	1	2539
CR5	4	5	21	1	1,29	7	2	1683
CR5	4	5	21	1	1,29	7	3	3100
CR5	6	5	21	1	1,29	7	1	2503
CR5	6	5	21	1	1,29	7	2	2619
CR5	6	5	21	1	1,29	7	3	2221
CR5	8	5	21	1	1,29	7	1	2453
CR5	8	5	21	1	1,29	7	2	2025
CR5	8	5	21	1	1,29	7	3	1939
CR5	10	5	21	1	1,29	7	1	4204
CR5	10	5	21	1	1,29	7	2	4421
CR5	10	5	21	1	1,29	7	3	2023
CR5	20	5	21	1	1,29	7	1	4481
CR5	20	5	21	1	1,29	7	2	4356
CR5	20	5	21	1	1,29	7	3	4460
CR5	30	5	21	1	1,29	7	1	5436
CR5	30	5	21	1	1,29	7	2	5454
CR5	30	5	21	1	1,29	7	3	4975
CR6	1	5	21	1	1,29	7	1	1487
CR6	1	5	21	1	1,29	7	2	1282
CR6	1	5	21	1	1,29	7	3	1362
CR6	2	5	21	1	1,29	7	1	1461
CR6	2	5	21	1	1,29	7	2	1532
CR6	2	5	21	1	1,29	7	3	1386
CR6	4	5	21	1	1,29	7	1	3314
CR6	4	5	21	1	1,29	7	2	1844
CR6	4	5	21	1	1,29	7	3	2373
CR6	6	5	21	1	1,29	7	1	2996
CR6	6	5	21	1	1,29	7	2	3023
CR6	6	5	21	1	1,29	7	3	2930
CR6	8	5	21	1	1,29	7	1	2951
CR6	8	5	21	1	1,29	7	2	2852
CR6	8	5	21	1	1,29	7	3	2667
CR6	10	5	21	1	1,29	7	1	3831
CR6	10	5	21	1	1,29	7	2	3849
CR6	10	5	21	1	1,29	7	3	2911
CR6	20	5	21	1	1,29	7	1	3947
CR6	20	5	21	1	1,29	7	2	4288
CR6	20	5	21	1	1,29	7	3	4541
CR6	30	5	21	1	1,29	7	1	4640
CR6	30	5	21	1	1,29	7	2	4728
CR6	30	5	21	1	1,29	7	3	4431
CR1	1	5	21	1	1,29	8	1	115
CR1	1	5	21	1	1,29	8	2	143
CR1	1	5	21	1	1,29	8	3	131
CR1	2	5	21	1	1,29	8	1	361
CR1	2	5	21	1	1,29	8	2	324
CR1	2	5	21	1	1,29	8	3	367
CR1	4	5	21	1	1,29	8	1	399
CR1	4	5	21	1	1,29	8	2	348
CR1	4	5	21	1	1,29	8	3	365
CR1	6	5	21	1	1,29	8	1	481
CR1	6	5	21	1	1,29	8	2	417
CR1	6	5	21	1	1,29	8	3	464
CR1	8	5	21	1	1,29	8	1	512
CR1	8	5	21	1	1,29	8	2	529
CR1	8	5	21	1	1,29	8	3	553
CR1	10	5	21	1	1,29	8	1	816
CR1	10	5	21	1	1,29	8	2	845
CR1	10	5	21	1	1,29	8	3	909
CR1	20	5	21	1	1,29	8	1	950
CR1	20	5	21	1	1,29	8	2	1115
CR1	20	5	21	1	1,29	8	3	1082
CR1	30	5	21	1	1,29	8	1	1175
CR1	30	5	21	1	1,29	8	2	1101
CR1	30	5	21	1	1,29	8	3	1136
CR2	1	5	21	1	1,29	8	1	268
CR2	1	5	21	1	1,29	8	2	375
CR2	1	5	21	1	1,29	8	3	462
CR2	2	5	21	1	1,29	8	1	819
CR2	2	5	21	1	1,29	8	2	826
CR2	2	5	21	1	1,29	8	3	722
CR2	4	5	21	1	1,29	8	1	1306
CR2	4	5	21	1	1,29	8	2	1066
CR2	4	5	21	1	1,29	8	3	539
CR2	6	5	21	1	1,29	8	1	1474
CR2	6	5	21	1	1,29	8	2	1595
CR2	6	5	21	1	1,29	8	3	1622
CR2	8	5	21	1	1,29	8	1	1154
CR2	8	5	21	1	1,29	8	2	1220
CR2	8	5	21	1	1,29	8	3	1435
CR2	10	5	21	1	1,29	8	1	1060
CR2	10	5	21	1	1,29	8	2	1283
CR2	10	5	21	1	1,29	8	3	1405
CR2	20	5	21	1	1,29	8	1	1562
CR2	20	5	21	1	1,29	8	2	1416
CR2	20	5	21	1	1,29	8	3	1250
CR2	30	5	21	1	1,29	8	1	1383
CR2	30	5	21	1	1,29	8	2	1213
CR2	30	5	21	1	1,29	8	3	1311
CR3	1	5	21	1	1,29	8	1	403
CR3	1	5	21	1	1,29	8	2	471
CR3	1	5	21	1	1,29	8	3	298
CR3	2	5	21	1	1,29	8	1	667
CR3	2	5	21	1	1,29	8	2	806
CR3	2	5	21	1	1,29	8	3	851
CR3	4	5	21	1	1,29	8	1	1221
CR3	4	5	21	1	1,29	8	2	707
CR3	4	5	21	1	1,29	8	3	564
CR3	6	5	21	1	1,29	8	1	812
CR3	6	5	21	1	1,29	8	2	567
CR3	6	5	21	1	1,29	8	3	926
CR3	8	5	21	1	1,29	8	1	856
CR3	8	5	21	1	1,29	8	2	1062
CR3	8	5	21	1	1,29	8	3	696
CR3	10	5	21	1	1,29	8	1	959
CR3	10	5	21	1	1,29	8	2	1234
CR3	10	5	21	1	1,29	8	3	1163
CR3	20	5	21	1	1,29	8	1	1536
CR3	20	5	21	1	1,29	8	2	1496
CR3	20	5	21	1	1,29	8	3	1546
CR3	30	5	21	1	1,29	8	1	1438
CR3	30	5	21	1	1,29	8	2	1076
CR3	30	5	21	1	1,29	8	3	904
CR4	1	5	21	1	1,29	8	1	2054
CR4	1	5	21	1	1,29	8	2	1826
CR4	1	5	21	1	1,29	8	3	1914
CR4	2	5	21	1	1,29	8	1	2678
CR4	2	5	21	1	1,29	8	2	2719
CR4	2	5	21	1	1,29	8	3	2567
CR4	4	5	21	1	1,29	8	1	2894
CR4	4	5	21	1	1,29	8	2	3324
CR4	4	5	21	1	1,29	8	3	2932
CR4	6	5	21	1	1,29	8	1	3884
CR4	6	5	21	1	1,29	8	2	4097
CR4	6	5	21	1	1,29	8	3	4323
CR4	8	5	21	1	1,29	8	1	4547
CR4	8	5	21	1	1,29	8	2	4475
CR4	8	5	21	1	1,29	8	3	4306
CR4	10	5	21	1	1,29	8	1	3962
CR4	10	5	21	1	1,29	8	2	4525
CR4	10	5	21	1	1,29	8	3	3964
CR4	20	5	21	1	1,29	8	1	4930
CR4	20	5	21	1	1,29	8	2	5111
CR4	20	5	21	1	1,29	8	3	5058
CR4	30	5	21	1	1,29	8	1	5094
CR4	30	5	21	1	1,29	8	2	5033
CR4	30	5	21	1	1,29	8	3	4432
CR5	1	5	21	1	1,29	8	1	1289
CR5	1	5	21	1	1,29	8	2	1358
CR5	1	5	21	1	1,29	8	3	1124
CR5	2	5	21	1	1,29	8	1	2008
CR5	2	5	21	1	1,29	8	2	1899
CR5	2	5	21	1	1,29	8	3	2082
CR5	4	5	21	1	1,29	8	1	3997
CR5	4	5	21	1	1,29	8	2	3106
CR5	4	5	21	1	1,29	8	3	3194
CR5	6	5	21	1	1,29	8	1	4228
CR5	6	5	21	1	1,29	8	2	4037
CR5	6	5	21	1	1,29	8	3	3557
CR5	8	5	21	1	1,29	8	1	3750
CR5	8	5	21	1	1,29	8	2	3558
CR5	8	5	21	1	1,29	8	3	3762
CR5	10	5	21	1	1,29	8	1	5270
CR5	10	5	21	1	1,29	8	2	5127
CR5	10	5	21	1	1,29	8	3	4481
CR5	20	5	21	1	1,29	8	1	4653
CR5	20	5	21	1	1,29	8	2	4867
CR5	20	5	21	1	1,29	8	3	5023
CR5	30	5	21	1	1,29	8	1	5383
CR5	30	5	21	1	1,29	8	2	5251
CR5	30	5	21	1	1,29	8	3	5507
CR6	1	5	21	1	1,29	8	1	1285
CR6	1	5	21	1	1,29	8	2	1355
CR6	1	5	21	1	1,29	8	3	1453
CR6	2	5	21	1	1,29	8	1	2070
CR6	2	5	21	1	1,29	8	2	1899
CR6	2	5	21	1	1,29	8	3	2032
CR6	4	5	21	1	1,29	8	1	4010
CR6	4	5	21	1	1,29	8	2	3378
CR6	4	5	21	1	1,29	8	3	3411
CR6	6	5	21	1	1,29	8	1	4077
CR6	6	5	21	1	1,29	8	2	3830
CR6	6	5	21	1	1,29	8	3	4060
CR6	8	5	21	1	1,29	8	1	3907
CR6	8	5	21	1	1,29	8	2	3922
CR6	8	5	21	1	1,29	8	3	4227
CR6	10	5	21	1	1,29	8	1	5062
CR6	10	5	21	1	1,29	8	2	4861
CR6	10	5	21	1	1,29	8	3	4821
CR6	20	5	21	1	1,29	8	1	5205
CR6	20	5	21	1	1,29	8	2	5382
CR6	20	5	21	1	1,29	8	3	5539
CR6	30	5	21	1	1,29	8	1	5543
CR6	30	5	21	1	1,29	8	2	5752
CR6	30	5	21	1	1,29	8	3	5603
